ID,DescripcionItem,CantidadItem,Municipio,Latitud_Y,Longitud_X,tierras,base,concreto,PvF,areaPvF,areaConcreto,areaBase,areaTierras
8980,Canalizacion tuberia en concreto,1.3,JARDIN,5.59687599,-75.8146691,0.0975,0.065,0.065,0.0,False,False,False,False
8981,Canalizacion tuberia en concreto,1.3,LA CEJA,6.03034993,-75.43624403,0.0975,0.065,0.065,0.0,True,True,True,False
8982,Canalizacion tuberia en concreto,1.3,PUEBLORRICO,5.79228372,-75.8415518,0.0975,0.065,0.065,0.0,False,False,False,False
8983,Canalizacion tuberia en concreto,1.3,EL RETIRO,6.06179888,-75.50059646,0.0975,0.065,0.065,0.0,True,True,True,False
8984,Canalizacion tuberia en concreto,1.3,SAN RAFAEL,6.3048337,-74.96309,0.0975,0.065,0.065,0.0,False,False,False,False
8985,Canalizacion tuberia en concreto,1.3,SONSON,5.7051455,-75.30951342,0.0975,0.065,0.065,0.0,False,False,False,False
8986,Canalizacion tuberia en concreto,1.3,URRAO,6.31845817,-76.13636863,0.0975,0.065,0.065,0.0,False,False,False,False
8987,Canalizacion tuberia en concreto,1.4,AMAGA,6.02516489,-75.70169633,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8988,Canalizacion tuberia en concreto,1.4,ANGELOPOLIS,6.08468669,-75.70239381,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8989,Canalizacion tuberia en concreto,1.4,CARAMANTA,5.55056509,-75.64265318,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8990,Canalizacion tuberia en concreto,1.4,CIUDAD BOLIVAR,5.84647711,-76.01178228,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8991,Canalizacion tuberia en concreto,1.4,FREDONIA,5.92216124,-75.66671714,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8992,Canalizacion tuberia en concreto,1.4,GRANADA,6.14164143,-75.1823283,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8993,Canalizacion tuberia en concreto,1.4,GRANADA,6.14449981,-75.1852823,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8994,Canalizacion tuberia en concreto,1.4,GRANADA,6.14449981,-75.1852823,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8995,Canalizacion tuberia en concreto,1.4,GRANADA,6.14499274,-75.18363345,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8996,Canalizacion tuberia en concreto,1.4,LA CEJA,6.02067712,-75.44034927,0.105,0.0699999999999999,0.0699999999999999,0.0,True,True,True,False
8997,Canalizacion tuberia en concreto,1.4,LA CEJA,6.03047789,-75.42956088,0.105,0.0699999999999999,0.0699999999999999,0.0,True,True,True,False
8998,Canalizacion tuberia en concreto,1.4,LA UNION,5.97285781,-75.36254689,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
8999,Canalizacion tuberia en concreto,1.4,PUEBLORRICO,5.79047712,-75.84345465,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
9000,Canalizacion tuberia en concreto,1.4,PUEBLORRICO,5.79296041,-75.84131984,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
9001,Canalizacion tuberia en concreto,1.4,EL RETIRO,6.0618208,-75.50058471,0.105,0.0699999999999999,0.0699999999999999,0.0,True,True,True,False
9002,Canalizacion tuberia en concreto,1.4,TAMESIS,5.65538,-75.7192,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
9003,Canalizacion tuberia en concreto,1.4,TITIRIBI,6.06316683,-75.79319357,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
9004,Canalizacion tuberia en concreto,1.4,URRAO,6.308881,-76.130332,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
9005,Canalizacion tuberia en concreto,1.4,URRAO,6.32045005,-76.13242245,0.105,0.0699999999999999,0.0699999999999999,0.0,False,False,False,False
9006,Canalizacion tuberia en concreto,1.5,ABEJORRAL,5.7809254,-75.42857542,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9007,Canalizacion tuberia en concreto,1.5,ABEJORRAL,5.787259,-75.424335,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9008,Canalizacion tuberia en concreto,1.5,ABEJORRAL,5.78856551,-75.4242806,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9009,Canalizacion tuberia en concreto,1.5,BETULIA,6.11320534,-75.98888078,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9010,Canalizacion tuberia en concreto,1.5,CARAMANTA,5.54805585,-75.64388938,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9011,Canalizacion tuberia en concreto,1.5,CARAMANTA,5.55036063,-75.64309654,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9012,Canalizacion tuberia en concreto,1.5,FREDONIA,5.92488611,-75.66953296,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9013,Canalizacion tuberia en concreto,1.5,GRANADA,6.14453346,-75.18697709,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9014,Canalizacion tuberia en concreto,1.5,GRANADA,6.14610233,-75.18688367,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9015,Canalizacion tuberia en concreto,1.5,GUARNE,6.22548719,-75.40978747,0.1124999999999999,0.075,0.075,0.0,True,True,True,False
9016,Canalizacion tuberia en concreto,1.5,GUATAPE,6.232289,-75.169371,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9017,Canalizacion tuberia en concreto,1.5,GUATAPE,6.23348756,-75.16031198,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9018,Canalizacion tuberia en concreto,1.5,GUATAPE,6.234172,-75.16037,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9019,Canalizacion tuberia en concreto,1.5,JERICO,5.7921526,-75.7817406,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9020,Canalizacion tuberia en concreto,1.5,JERICO,5.7921526,-75.7817406,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9021,Canalizacion tuberia en concreto,1.5,LA CEJA,6.02379892,-75.43369377,0.1124999999999999,0.075,0.075,0.0,True,True,True,False
9022,Canalizacion tuberia en concreto,1.5,LA CEJA,6.03037246,-75.43253866,0.1124999999999999,0.075,0.075,0.0,True,True,True,False
9023,Canalizacion tuberia en concreto,1.5,LA CEJA,6.03267816,-75.43433518,0.1124999999999999,0.075,0.075,0.0,True,True,True,False
9024,Canalizacion tuberia en concreto,1.5,LA CEJA,6.03668271,-75.42814688,0.1124999999999999,0.075,0.075,0.0,True,True,True,False
9025,Canalizacion tuberia en concreto,1.5,SAN CARLOS,6.18557524,-74.99452965,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9026,Canalizacion tuberia en concreto,1.5,SAN CARLOS,6.18704091,-74.99359849,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9027,Canalizacion tuberia en concreto,1.5,SAN LUIS,6.063529,-74.99109,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9028,Canalizacion tuberia en concreto,1.5,SANTA BARBARA,5.87203991,-75.56460679,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9029,Canalizacion tuberia en concreto,1.5,URRAO,6.330721,-76.132165,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9030,Canalizacion tuberia en concreto,1.5,VENECIA,5.96439312,-75.7366494,0.1124999999999999,0.075,0.075,0.0,False,False,False,False
9031,Canalizacion tuberia en concreto,1.6,ABEJORRAL,5.78718926,-75.42724412,0.12,0.08,0.08,0.0,False,False,False,False
9032,Canalizacion tuberia en concreto,1.6,ABEJORRAL,5.7936646,-75.42907603,0.12,0.08,0.08,0.0,False,False,False,False
9033,Canalizacion tuberia en concreto,1.6,CIUDAD BOLIVAR,5.85086115,-76.01944418,0.12,0.08,0.08,0.0,False,False,False,False
9034,Canalizacion tuberia en concreto,1.6,JARDIN,5.598695,-75.816041,0.12,0.08,0.08,0.0,False,False,False,False
9035,Canalizacion tuberia en concreto,1.6,JERICO,5.79089448,-75.78807732,0.12,0.08,0.08,0.0,False,False,False,False
9036,Canalizacion tuberia en concreto,1.6,EL PEÑOL,6.22140833,-75.24709667,0.12,0.08,0.08,0.0,False,False,False,False
9037,Canalizacion tuberia en concreto,1.6,SONSON,5.71702332,-75.30677554,0.12,0.08,0.08,0.0,False,False,False,False
9038,Canalizacion tuberia en concreto,1.7,JARDIN,5.60067556,-75.82324704,0.1275,0.085,0.085,0.0,False,False,False,False
9039,Canalizacion tuberia en concreto,1.7,EL PEÑOL,6.22018573,-75.24141206,0.1275,0.085,0.085,0.0,False,False,False,False
9040,Canalizacion tuberia en concreto,1.7,EL RETIRO,6.0554328,-75.50372003,0.1275,0.085,0.085,0.0,True,True,True,False
9041,Canalizacion tuberia en concreto,1.7,SALGAR,5.96552003,-75.98105541,0.1275,0.085,0.085,0.0,False,False,False,False
9042,Canalizacion tuberia en concreto,1.7,URRAO,6.31962209,-76.13400366,0.1275,0.085,0.085,0.0,False,False,False,False
9043,Canalizacion tuberia en concreto,1.8,AMAGA,6.03373121,-75.70513246,0.135,0.09,0.09,0.0,False,False,False,False
9044,Canalizacion tuberia en concreto,1.8,COCORNA,6.05917502,-75.18788659,0.135,0.09,0.09,0.0,False,False,False,False
9045,Canalizacion tuberia en concreto,1.8,CONCORDIA,6.04474595,-75.90540665,0.135,0.09,0.09,0.0,False,False,False,False
9046,Canalizacion tuberia en concreto,1.8,FREDONIA,5.92583991,-75.67063971,0.135,0.09,0.09,0.0,False,False,False,False
9047,Canalizacion tuberia en concreto,1.8,FREDONIA,5.93251629,-75.67784181,0.135,0.09,0.09,0.0,False,False,False,False
9048,Canalizacion tuberia en concreto,1.8,GRANADA,6.14214562,-75.18554048,0.135,0.09,0.09,0.0,False,False,False,False
9049,Canalizacion tuberia en concreto,1.8,HISPANIA,5.80070789,-75.91350428,0.135,0.09,0.09,0.0,False,False,False,False
9050,Canalizacion tuberia en concreto,1.8,LA CEJA,6.03100162,-75.43649856,0.135,0.09,0.09,0.0,True,True,True,False
9051,Canalizacion tuberia en concreto,1.8,LA UNION,5.97417244,-75.36137685,0.135,0.09,0.09,0.0,False,False,False,False
9052,Canalizacion tuberia en concreto,1.8,EL PEÑOL,6.21769032,-75.24061122,0.135,0.09,0.09,0.0,False,False,False,False
9053,Canalizacion tuberia en concreto,1.8,SALGAR,5.96153881,-75.97782408,0.135,0.09,0.09,0.0,False,False,False,False
9054,Canalizacion tuberia en concreto,1.8,SALGAR,5.96257193,-75.97980167,0.135,0.09,0.09,0.0,False,False,False,False
9055,Canalizacion tuberia en concreto,1.8,SAN CARLOS,6.18589027,-74.99377884,0.135,0.09,0.09,0.0,False,False,False,False
9056,Canalizacion tuberia en concreto,1.8,TAMESIS,5.66645726,-75.71529439,0.135,0.09,0.09,0.0,False,False,False,False
9057,Canalizacion tuberia en concreto,1.8,TARSO,5.861866,-75.823785,0.135,0.09,0.09,0.0,False,False,False,False
9058,Canalizacion tuberia en concreto,1.8,URRAO,6.31311314,-76.1339883,0.135,0.09,0.09,0.0,False,False,False,False
9059,Canalizacion tuberia en concreto,1.8,VALPARAISO,5.6153336,-75.62592052,0.135,0.09,0.09,0.0,False,False,False,False
9060,Canalizacion tuberia en concreto,1.8,VENECIA,5.9655081,-75.73375814,0.135,0.09,0.09,0.0,False,False,False,False
9061,Canalizacion tuberia en concreto,1.9,AMAGA,6.042575,-75.705228,0.1425,0.095,0.095,0.0,False,False,False,False
9062,Canalizacion tuberia en concreto,1.9,ANGELOPOLIS,6.08518905,-75.70299695,0.1425,0.095,0.095,0.0,False,False,False,False
9063,Canalizacion tuberia en concreto,1.9,BETANIA,5.747853,-75.97912,0.1425,0.095,0.095,0.0,False,False,False,False
9064,Canalizacion tuberia en concreto,1.9,VALPARAISO,5.61481413,-75.62430038,0.1425,0.095,0.095,0.0,False,False,False,False
9065,Canalizacion tuberia en concreto,2.0,CIUDAD BOLIVAR,5.851638,-76.025241,0.15,0.1,0.1,0.0,False,False,False,False
9066,Canalizacion tuberia en concreto,2.0,COCORNA,6.05602482,-75.18772001,0.15,0.1,0.1,0.0,False,False,False,False
9067,Canalizacion tuberia en concreto,2.0,COCORNA,6.05612406,-75.18767728,0.15,0.1,0.1,0.0,False,False,False,False
9068,Canalizacion tuberia en concreto,2.0,JARDIN,5.59775531,-75.81969906,0.15,0.1,0.1,0.0,False,False,False,False
9069,Canalizacion tuberia en concreto,2.0,JERICO,5.79192633,-75.78024304,0.15,0.1,0.1,0.0,False,False,False,False
9070,Canalizacion tuberia en concreto,2.0,LA CEJA,6.02123954,-75.44125497,0.15,0.1,0.1,0.0,True,True,True,False
9071,Canalizacion tuberia en concreto,2.0,LA CEJA,6.02210548,-75.43550535,0.15,0.1,0.1,0.0,True,True,True,False
9072,Canalizacion tuberia en concreto,2.0,LA CEJA,6.023104,-75.427204,0.15,0.1,0.1,0.0,True,True,True,False
9073,Canalizacion tuberia en concreto,2.0,LA CEJA,6.023451,-75.427727,0.15,0.1,0.1,0.0,True,True,True,False
9074,Canalizacion tuberia en concreto,2.0,LA CEJA,6.02555369,-75.43447895,0.15,0.1,0.1,0.0,True,True,True,False
9075,Canalizacion tuberia en concreto,2.0,LA CEJA,6.02674051,-75.43317521,0.15,0.1,0.1,0.0,True,True,True,False
9076,Canalizacion tuberia en concreto,2.0,MONTEBELLO,5.94823144,-75.52312908,0.15,0.1,0.1,0.0,False,False,False,False
9077,Canalizacion tuberia en concreto,2.0,EL PEÑOL,6.22081324,-75.24192363,0.15,0.1,0.1,0.0,False,False,False,False
9078,Canalizacion tuberia en concreto,2.0,PUEBLORRICO,5.79077645,-75.84317268,0.15,0.1,0.1,0.0,False,False,False,False
9079,Canalizacion tuberia en concreto,2.0,PUEBLORRICO,5.793816,-75.84334618,0.15,0.1,0.1,0.0,False,False,False,False
9080,Canalizacion tuberia en concreto,2.0,SAN LUIS,6.04410549,-74.99473377,0.15,0.1,0.1,0.0,False,False,False,False
9081,Canalizacion tuberia en concreto,2.0,SONSON,5.71065634,-75.31262653,0.15,0.1,0.1,0.0,False,False,False,False
9082,Canalizacion tuberia en concreto,2.0,URRAO,6.30887631,-76.13208018,0.15,0.1,0.1,0.0,False,False,False,False
9083,Canalizacion tuberia en concreto,2.0,URRAO,6.3308908,-76.13222774,0.15,0.1,0.1,0.0,False,False,False,False
9084,Canalizacion tuberia en concreto,2.1,GRANADA,6.14084283,-75.18296099,0.1575,0.105,0.105,0.0,False,False,False,False
9085,Canalizacion tuberia en concreto,2.1,LA CEJA,6.02096861,-75.44252466,0.1575,0.105,0.105,0.0,True,True,True,False
9086,Canalizacion tuberia en concreto,2.1,EL RETIRO,6.05591494,-75.50779051,0.1575,0.105,0.105,0.0,True,True,True,False
9087,Canalizacion tuberia en concreto,2.2,BETULIA,6.11387625,-75.98366585,0.165,0.11,0.11,0.0,False,False,False,False
9088,Canalizacion tuberia en concreto,2.2,CIUDAD BOLIVAR,5.85844999,-76.03888744,0.165,0.11,0.11,0.0,False,False,False,False
9089,Canalizacion tuberia en concreto,2.2,SAN LUIS,6.04347076,-74.99236413,0.165,0.11,0.11,0.0,False,False,False,False
9090,Canalizacion tuberia en concreto,2.2,SAN VICENTE,6.279096,-75.331384,0.165,0.11,0.11,0.0,False,False,False,False
9091,Canalizacion tuberia en concreto,2.2,SAN VICENTE,6.28204407,-75.33003705,0.165,0.11,0.11,0.0,False,False,False,False
9092,Canalizacion tuberia en concreto,2.3,EL RETIRO,6.05664018,-75.50102577,0.1725,0.1149999999999999,0.1149999999999999,0.0,True,True,True,False
9093,Canalizacion tuberia en concreto,2.3,TAMESIS,5.667337,-75.716733,0.1725,0.1149999999999999,0.1149999999999999,0.0,False,False,False,False
9094,Canalizacion tuberia en concreto,2.3,TAMESIS,5.66891491,-75.71656368,0.1725,0.1149999999999999,0.1149999999999999,0.0,False,False,False,False
9095,Canalizacion tuberia en concreto,2.3,URRAO,6.32856706,-76.13303307,0.1725,0.1149999999999999,0.1149999999999999,0.0,False,False,False,False
9096,Canalizacion tuberia en concreto,2.4,CIUDAD BOLIVAR,5.847777,-76.017324,0.18,0.12,0.12,0.0,False,False,False,False
9097,Canalizacion tuberia en concreto,2.4,TAMESIS,5.66471975,-75.71595556,0.18,0.12,0.12,0.0,False,False,False,False
9098,Canalizacion tuberia en concreto,2.4,URRAO,6.319701,-76.135846,0.18,0.12,0.12,0.0,False,False,False,False
9099,Canalizacion tuberia en concreto,2.5,CIUDAD BOLIVAR,5.845078,-76.006804,0.1875,0.125,0.125,0.0,False,False,False,False
9100,Canalizacion tuberia en concreto,2.5,CONCEPCION,6.39806658,-75.25777851,0.1875,0.125,0.125,0.0,False,False,False,False
9101,Canalizacion tuberia en concreto,2.5,GUATAPE,6.23149573,-75.15478809,0.1875,0.125,0.125,0.0,False,False,False,False
9102,Canalizacion tuberia en concreto,2.5,EL RETIRO,6.08085733,-75.50066283,0.1875,0.125,0.125,0.0,True,True,True,False
9103,Canalizacion tuberia en concreto,2.5,VENECIA,5.96764037,-75.73569756,0.1875,0.125,0.125,0.0,False,False,False,False
9104,Canalizacion tuberia en concreto,2.6,LA CEJA,6.03287585,-75.42063107,0.195,0.13,0.13,0.0,True,True,True,False
9105,Canalizacion tuberia en concreto,2.6,EL PEÑOL,6.214957,-75.240422,0.195,0.13,0.13,0.0,False,False,False,False
9106,Canalizacion tuberia en concreto,2.6,EL RETIRO,6.06178793,-75.50060234,0.195,0.13,0.13,0.0,True,True,True,False
9107,Canalizacion tuberia en concreto,2.6,TAMESIS,5.66115646,-75.71419685,0.195,0.13,0.13,0.0,False,False,False,False
9108,Canalizacion tuberia en concreto,2.6,TITIRIBI,6.06538469,-75.7932857,0.195,0.13,0.13,0.0,False,False,False,False
9109,Canalizacion tuberia en concreto,2.7,CONCORDIA,6.04579782,-75.90626553,0.2025,0.135,0.135,0.0,False,False,False,False
9110,Canalizacion tuberia en concreto,2.7,LA CEJA,6.0330889,-75.43695323,0.2025,0.135,0.135,0.0,True,True,True,False
9111,Canalizacion tuberia en concreto,2.7,SALGAR,5.96588345,-75.96550834,0.2025,0.135,0.135,0.0,False,False,False,False
9112,Canalizacion tuberia en concreto,2.8,LA CEJA,6.02079294,-75.44214633,0.21,0.1399999999999999,0.1399999999999999,0.0,True,True,True,False
9113,Canalizacion tuberia en concreto,2.8,SAN LUIS,6.04166833,-74.99391833,0.21,0.1399999999999999,0.1399999999999999,0.0,False,False,False,False
9114,Canalizacion tuberia en concreto,2.8,SAN VICENTE,6.27636423,-75.33453019,0.21,0.1399999999999999,0.1399999999999999,0.0,False,False,False,False
9115,Canalizacion tuberia en concreto,2.8,TARSO,5.86209827,-75.82311575,0.21,0.1399999999999999,0.1399999999999999,0.0,False,False,False,False
9116,Canalizacion tuberia en concreto,2.9,EL RETIRO,6.05586098,-75.50764389,0.2175,0.145,0.145,0.0,True,True,True,False
9117,Canalizacion tuberia en concreto,3.0,BETULIA,6.1148164,-75.98330969,0.2249999999999999,0.15,0.15,0.0,False,False,False,False
9118,Canalizacion tuberia en concreto,3.0,COCORNA,6.05537085,-75.18851557,0.2249999999999999,0.15,0.15,0.0,False,False,False,False
9119,Canalizacion tuberia en concreto,3.0,GUATAPE,6.234216,-75.156552,0.2249999999999999,0.15,0.15,0.0,False,False,False,False
9120,Canalizacion tuberia en concreto,3.0,LA CEJA,6.01842006,-75.43038163,0.2249999999999999,0.15,0.15,0.0,True,True,True,False
9121,Canalizacion tuberia en concreto,3.0,LA CEJA,6.01975427,-75.44179684,0.2249999999999999,0.15,0.15,0.0,True,True,True,False
9122,Canalizacion tuberia en concreto,3.0,LA CEJA,6.03727553,-75.43195079,0.2249999999999999,0.15,0.15,0.0,True,True,True,False
9123,Canalizacion tuberia en concreto,3.0,EL RETIRO,6.05655158,-75.5070151,0.2249999999999999,0.15,0.15,0.0,True,True,True,False
9124,Canalizacion tuberia en concreto,3.0,EL RETIRO,6.06170373,-75.50175344,0.2249999999999999,0.15,0.15,0.0,True,True,True,False
9125,Canalizacion tuberia en concreto,3.0,SONSON,5.70614698,-75.31106021,0.2249999999999999,0.15,0.15,0.0,False,False,False,False
9126,Canalizacion tuberia en concreto,3.0,URRAO,6.31509389,-76.1285991,0.2249999999999999,0.15,0.15,0.0,False,False,False,False
9127,Canalizacion tuberia en concreto,3.0,URRAO,6.31527412,-76.12942462,0.2249999999999999,0.15,0.15,0.0,False,False,False,False
9128,Canalizacion tuberia en concreto,3.1,CIUDAD BOLIVAR,5.85092327,-76.03154491,0.2324999999999999,0.155,0.155,0.0,False,False,False,False
9129,Canalizacion tuberia en concreto,3.1,VALPARAISO,5.61477531,-75.6250371,0.2324999999999999,0.155,0.155,0.0,False,False,False,False
9130,Canalizacion tuberia en concreto,3.2,LA CEJA,6.01968098,-75.44191823,0.24,0.16,0.16,0.0,True,True,True,False
9131,Canalizacion tuberia en concreto,3.3,CONCORDIA,6.04803497,-75.90440226,0.2474999999999999,0.165,0.165,0.0,False,False,False,False
9132,Canalizacion tuberia en concreto,3.3,TAMESIS,5.66822161,-75.71710816,0.2474999999999999,0.165,0.165,0.0,False,False,False,False
9133,Canalizacion tuberia en concreto,3.3,TITIRIBI,6.06448001,-75.792818,0.2474999999999999,0.165,0.165,0.0,False,False,False,False
9134,Canalizacion tuberia en concreto,3.4,ANGELOPOLIS,6.08484758,-75.7024455,0.255,0.17,0.17,0.0,False,False,False,False
9135,Canalizacion tuberia en concreto,3.4,COCORNA,6.05831636,-75.18446649,0.255,0.17,0.17,0.0,False,False,False,False
9136,Canalizacion tuberia en concreto,3.4,LA CEJA,6.02259793,-75.43104397,0.255,0.17,0.17,0.0,True,True,True,False
9137,Canalizacion tuberia en concreto,3.4,SAN RAFAEL,6.3048337,-74.96309,0.255,0.17,0.17,0.0,False,False,False,False
9138,Canalizacion tuberia en concreto,3.5,COCORNA,6.05700386,-75.18761598,0.2625,0.175,0.175,0.0,False,False,False,False
9139,Canalizacion tuberia en concreto,3.5,HISPANIA,5.797745,-75.908063,0.2625,0.175,0.175,0.0,False,False,False,False
9140,Canalizacion tuberia en concreto,3.5,LA CEJA,6.01394517,-75.43584683,0.2625,0.175,0.175,0.0,True,True,True,False
9141,Canalizacion tuberia en concreto,3.5,SONSON,5.71018417,-75.31367993,0.2625,0.175,0.175,0.0,False,False,False,False
9142,Canalizacion tuberia en concreto,3.6,GUATAPE,6.231128,-75.158542,0.27,0.18,0.18,0.0,False,False,False,False
9143,Canalizacion tuberia en concreto,3.6,SONSON,5.71134261,-75.3126193,0.27,0.18,0.18,0.0,False,False,False,False
9144,Canalizacion tuberia en concreto,3.6,TITIRIBI,6.064444,-75.792747,0.27,0.18,0.18,0.0,False,False,False,False
9145,Canalizacion tuberia en concreto,3.7,ANGELOPOLIS,6.0860545,-75.70243683,0.2775,0.185,0.185,0.0,False,False,False,False
9146,Canalizacion tuberia en concreto,3.7,SONSON,5.71799451,-75.31111209,0.2775,0.185,0.185,0.0,False,False,False,False
9147,Canalizacion tuberia en concreto,4.0,ANGELOPOLIS,6.08500017,-75.70257161,0.3,0.2,0.2,0.0,False,False,False,False
9148,Canalizacion tuberia en concreto,4.0,GUARNE,6.23111561,-75.41584529,0.3,0.2,0.2,0.0,True,True,True,False
9149,Canalizacion tuberia en concreto,4.2,CIUDAD BOLIVAR,5.85584385,-76.03535025,0.315,0.21,0.21,0.0,False,False,False,False
9150,Canalizacion tuberia en concreto,4.4,SANTA BARBARA,5.881455,-75.571499,0.33,0.22,0.22,0.0,False,False,False,False
9151,Canalizacion tuberia en concreto,4.5,HISPANIA,5.79953749,-75.90848806,0.3374999999999999,0.225,0.225,0.0,False,False,False,False
9152,Canalizacion tuberia en concreto,4.5,SANTA BARBARA,5.87722866,-75.57094251,0.3374999999999999,0.225,0.225,0.0,False,False,False,False
9153,Canalizacion tuberia en concreto,4.6,AMAGA,6.04371432,-75.7017305,0.345,0.2299999999999999,0.2299999999999999,0.0,False,False,False,False
9154,Canalizacion tuberia en concreto,4.7,CIUDAD BOLIVAR,5.85098715,-76.0303289,0.3525,0.235,0.235,0.0,False,False,False,False
9155,Canalizacion tuberia en concreto,4.7,GRANADA,6.14322215,-75.18849028,0.3525,0.235,0.235,0.0,False,False,False,False
9156,Canalizacion tuberia en concreto,4.7,SAN VICENTE,6.2803233,-75.33168664,0.3525,0.235,0.235,0.0,False,False,False,False
9157,Canalizacion tuberia en concreto,4.7,SANTA BARBARA,5.87722866,-75.57094251,0.3525,0.235,0.235,0.0,False,False,False,False
9158,Canalizacion tuberia en concreto,4.7,URRAO,6.30896696,-76.13146975,0.3525,0.235,0.235,0.0,False,False,False,False
9159,Canalizacion tuberia en concreto,5.0,AMAGA,6.04377582,-75.70503075,0.375,0.25,0.25,0.0,False,False,False,False
9160,Canalizacion tuberia en concreto,5.0,CARAMANTA,5.55104,-75.64384167,0.375,0.25,0.25,0.0,False,False,False,False
9161,Canalizacion tuberia en concreto,5.0,LA CEJA,6.03611488,-75.42589018,0.375,0.25,0.25,0.0,True,True,True,False
9162,Canalizacion tuberia en concreto,5.0,EL PEÑOL,6.22244211,-75.24349155,0.375,0.25,0.25,0.0,False,False,False,False
9163,Canalizacion tuberia en concreto,5.2,BETULIA,6.11347244,-75.98236737,0.39,0.26,0.26,0.0,False,False,False,False
9164,Canalizacion tuberia en concreto,5.3,CARAMANTA,5.547259,-75.64671,0.3974999999999999,0.265,0.265,0.0,False,False,False,False
9165,Canalizacion tuberia en concreto,5.3,CARAMANTA,5.547262,-75.646685,0.3974999999999999,0.265,0.265,0.0,False,False,False,False
9166,Canalizacion tuberia en concreto,5.4,BETULIA,6.11414138,-75.98560428,0.405,0.27,0.27,0.0,False,False,False,False
9167,Canalizacion tuberia en concreto,5.8,AMAGA,6.076348,-75.701752,0.435,0.29,0.29,0.0,False,False,False,False
9168,Canalizacion tuberia en concreto,6.0,VALPARAISO,5.612073,-75.62711938,0.4499999999999999,0.3,0.3,0.0,False,False,False,False
9169,Canalizacion tuberia en concreto,6.1,BETULIA,6.113676,-75.982673,0.4574999999999999,0.305,0.305,0.0,False,False,False,False
9170,Canalizacion tuberia en concreto,6.3,AMAGA,6.076435,-75.701673,0.4725,0.315,0.315,0.0,False,False,False,False
9171,Canalizacion tuberia en concreto,6.7,CIUDAD BOLIVAR,5.85884172,-76.03858968,0.5025,0.335,0.335,0.0,False,False,False,False
9172,Canalizacion tuberia en concreto,7.0,AMAGA,6.0857487,-75.69936808,0.525,0.35,0.35,0.0,False,False,False,False
9173,Canalizacion tuberia en concreto,7.2,VALPARAISO,5.61382167,-75.62518623,0.54,0.36,0.36,0.0,False,False,False,False
9174,Canalizacion tuberia en concreto,7.5,CARAMANTA,5.54576167,-75.64497,0.5625,0.375,0.375,0.0,False,False,False,False
9175,Canalizacion tuberia en concreto,8.0,ABEJORRAL,5.789844,-75.43009,0.6,0.4,0.4,0.0,False,False,False,False
9176,Canalizacion tuberia en concreto,8.4,CIUDAD BOLIVAR,5.847908,-76.016073,0.63,0.42,0.42,0.0,False,False,False,False
9177,Canalizacion tuberia en concreto,8.5,BETULIA,6.113513,-75.982343,0.6375,0.425,0.425,0.0,False,False,False,False
9178,Canalizacion tuberia en concreto,8.5,BETULIA,6.11374795,-75.98307386,0.6375,0.425,0.425,0.0,False,False,False,False
9179,Canalizacion tuberia en concreto,8.5,SAN CARLOS,6.18919038,-74.99178491,0.6375,0.425,0.425,0.0,False,False,False,False
9180,Canalizacion tuberia en concreto,9.2,CIUDAD BOLIVAR,5.85248729,-76.0334297,0.69,0.4599999999999999,0.4599999999999999,0.0,False,False,False,False
