fid,ID,DescripcionItem,CantidadItem,Municipio,Latitud (Y),Longitud (X),tierras,base,concreto,PvF
"255","427",Canalizacion tuberia en zona verde,1.2,MEDELLIN,6.287112,-75.537365,0.18,0,0,0
"256","428",Canalizacion tuberia en zona verde,1.3,BELLO,6.38131242,-75.62056267,0.195,0,0,0
"257","433",Canalizacion tuberia en zona verde,1.3,MEDELLIN,6.22220341,-75.58257794,0.195,0,0,0
"258","434",Canalizacion tuberia en zona verde,1.3,MEDELLIN,6.268608,-75.626775,0.195,0,0,0
"259","435",Canalizacion tuberia en zona verde,1.3,MEDELLIN,6.27314939,-75.55651126,0.195,0,0,0
"260","436",Canalizacion tuberia en zona verde,1.3,MEDELLIN,6.298602,-75.560023,0.195,0,0,0
"261","437",Canalizacion tuberia en zona verde,1.36,MEDELLIN,6.28805272,-75.53843726,0.204,0,0,0
"262","438",Canalizacion tuberia en zona verde,1.4,BELLO,6.33896536,-75.54955578,0.21,0,0,0
"263","439",Canalizacion tuberia en zona verde,1.4,COPACABANA,6.35475622,-75.49497635,0.21,0,0,0
"264","440",Canalizacion tuberia en zona verde,1.4,COPACABANA,6.36033384,-75.48977897,0.21,0,0,0
"265","444",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.2249,-75.606835,0.21,0,0,0
"266","446",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.22992482,-75.60106769,0.21,0,0,0
"267","447",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.24557629,-75.61538158,0.21,0,0,0
"268","448",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.24993978,-75.55853392,0.21,0,0,0
"269","449",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.255587,-75.539918,0.21,0,0,0
"270","450",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.263278,-75.545798,0.21,0,0,0
"271","451",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.28646527,-75.53856153,0.21,0,0,0
"272","452",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.28983616,-75.53747187,0.21,0,0,0
"273","453",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.290145,-75.584373,0.21,0,0,0
"274","454",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.2906794,-75.53814631,0.21,0,0,0
"275","455",Canalizacion tuberia en zona verde,1.4,MEDELLIN,6.291111,-75.548489,0.21,0,0,0
"276","457",Canalizacion tuberia en zona verde,1.45,MEDELLIN,6.30237847,-75.57385228,0.2175,0,0,0
"277","458",Canalizacion tuberia en zona verde,1.5,BELLO,6.33734397,-75.55037413,0.225,0,0,0
"278","464",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.18898224,-75.5530079,0.225,0,0,0
"279","466",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.23812087,-75.593935,0.225,0,0,0
"280","467",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.24301603,-75.59835961,0.225,0,0,0
"281","468",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.25088183,-75.54717383,0.225,0,0,0
"282","469",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.26270858,-75.59838769,0.225,0,0,0
"283","470",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.26476341,-75.55205621,0.225,0,0,0
"284","471",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.26863894,-75.58765387,0.225,0,0,0
"285","472",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.277923,-75.538262,0.225,0,0,0
"286","473",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.28741334,-75.53962005,0.225,0,0,0
"287","474",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.288047,-75.53817531,0.225,0,0,0
"288","475",Canalizacion tuberia en zona verde,1.5,MEDELLIN,6.28979371,-75.53739389,0.225,0,0,0
"289","476",Canalizacion tuberia en zona verde,1.6,BELLO,6.33806467,-75.56573042,0.24,0,0,0
"290","477",Canalizacion tuberia en zona verde,1.6,COPACABANA,6.38730668,-75.48439376,0.24,0,0,0
"291","480",Canalizacion tuberia en zona verde,1.6,MEDELLIN,6.21102267,-75.57293066,0.24,0,0,0
"292","482",Canalizacion tuberia en zona verde,1.6,MEDELLIN,6.24573299,-75.59097814,0.24,0,0,0
"293","483",Canalizacion tuberia en zona verde,1.6,MEDELLIN,6.24872229,-75.55376697,0.24,0,0,0
"294","484",Canalizacion tuberia en zona verde,1.7,BELLO,6.31281531,-75.56366333,0.255,0,0,0
"295","485",Canalizacion tuberia en zona verde,1.7,MEDELLIN,6.22033769,-75.5945028,0.255,0,0,0
"296","486",Canalizacion tuberia en zona verde,1.7,MEDELLIN,6.22877232,-75.59350196,0.255,0,0,0
"297","487",Canalizacion tuberia en zona verde,1.7,MEDELLIN,6.25930993,-75.59464728,0.255,0,0,0
"298","488",Canalizacion tuberia en zona verde,1.7,MEDELLIN,6.26094792,-75.60198511,0.255,0,0,0
"299","489",Canalizacion tuberia en zona verde,1.7,MEDELLIN,6.289697,-75.53897,0.255,0,0,0
"300","490",Canalizacion tuberia en zona verde,1.8,BELLO,6.35147771,-75.56021631,0.27,0,0,0
"301","491",Canalizacion tuberia en zona verde,1.8,ENVIGADO,6.17934323,-75.5174019,0.27,0,0,0
"302","494",Canalizacion tuberia en zona verde,1.8,MEDELLIN,6.22963843,-75.59252703,0.27,0,0,0
"303","495",Canalizacion tuberia en zona verde,1.8,MEDELLIN,6.23448452,-75.60031445,0.27,0,0,0
"304","496",Canalizacion tuberia en zona verde,1.8,MEDELLIN,6.23854696,-75.56870174,0.27,0,0,0
"305","497",Canalizacion tuberia en zona verde,1.8,MEDELLIN,6.28617374,-75.57296634,0.27,0,0,0
"306","498",Canalizacion tuberia en zona verde,1.8,MEDELLIN,6.28660278,-75.53798688,0.27,0,0,0
"307","499",Canalizacion tuberia en zona verde,1.8,MEDELLIN,6.28927733,-75.53949121,0.27,0,0,0
"308","500",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.22772218,-75.58335696,0.285,0,0,0
"309","501",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.23922435,-75.55412306,0.285,0,0,0
"310","502",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.26054968,-75.55900641,0.285,0,0,0
"311","503",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.26975483,-75.55734446,0.285,0,0,0
"312","504",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.28905484,-75.53893904,0.285,0,0,0
"313","505",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.29029859,-75.53816891,0.285,0,0,0
"314","506",Canalizacion tuberia en zona verde,1.9,MEDELLIN,6.29484687,-75.59501131,0.285,0,0,0
"315","507",Canalizacion tuberia en zona verde,2,BELLO,6.34568035,-75.54039302,0.3,0,0,0
"316","511",Canalizacion tuberia en zona verde,2,COPACABANA,6.349116,-75.481856,0.3,0,0,0
"317","514",Canalizacion tuberia en zona verde,2,ENVIGADO,6.17357161,-75.51432556,0.3,0,0,0
"318","515",Canalizacion tuberia en zona verde,2,GIRARDOTA,6.35767448,-75.46063115,0.3,0,0,0
"319","516",Canalizacion tuberia en zona verde,2,GIRARDOTA,6.396538,-75.465619,0.3,0,0,0
"320","521",Canalizacion tuberia en zona verde,2,MEDELLIN,6.21449899,-75.58585731,0.3,0,0,0
"321","523",Canalizacion tuberia en zona verde,2,MEDELLIN,6.23076377,-75.58290266,0.3,0,0,0
"322","524",Canalizacion tuberia en zona verde,2,MEDELLIN,6.23993253,-75.60240065,0.3,0,0,0
"323","525",Canalizacion tuberia en zona verde,2,MEDELLIN,6.242642,-75.592826,0.3,0,0,0
"324","526",Canalizacion tuberia en zona verde,2,MEDELLIN,6.24631061,-75.54248608,0.3,0,0,0
"325","527",Canalizacion tuberia en zona verde,2,MEDELLIN,6.24690828,-75.61989787,0.3,0,0,0
"326","528",Canalizacion tuberia en zona verde,2,MEDELLIN,6.24989703,-75.55032763,0.3,0,0,0
"327","529",Canalizacion tuberia en zona verde,2,MEDELLIN,6.25118079,-75.5576065,0.3,0,0,0
"328","530",Canalizacion tuberia en zona verde,2,MEDELLIN,6.25205317,-75.55778891,0.3,0,0,0
"329","531",Canalizacion tuberia en zona verde,2,MEDELLIN,6.264705,-75.611038,0.3,0,0,0
"330","532",Canalizacion tuberia en zona verde,2,MEDELLIN,6.27298016,-75.5605749,0.3,0,0,0
"331","533",Canalizacion tuberia en zona verde,2,MEDELLIN,6.27309,-75.559901,0.3,0,0,0
"332","534",Canalizacion tuberia en zona verde,2,MEDELLIN,6.27364916,-75.55936884,0.3,0,0,0
"333","535",Canalizacion tuberia en zona verde,2,MEDELLIN,6.27808711,-75.59133323,0.3,0,0,0
"334","536",Canalizacion tuberia en zona verde,2,MEDELLIN,6.27869432,-75.62220969,0.3,0,0,0
"335","537",Canalizacion tuberia en zona verde,2,MEDELLIN,6.28234747,-75.59461537,0.3,0,0,0
"336","538",Canalizacion tuberia en zona verde,2,MEDELLIN,6.28261169,-75.56190236,0.3,0,0,0
"337","539",Canalizacion tuberia en zona verde,2,MEDELLIN,6.2838513,-75.59322497,0.3,0,0,0
"338","540",Canalizacion tuberia en zona verde,2,MEDELLIN,6.28452542,-75.58867285,0.3,0,0,0
"339","541",Canalizacion tuberia en zona verde,2,MEDELLIN,6.2872993,-75.54102719,0.3,0,0,0
"340","542",Canalizacion tuberia en zona verde,2,MEDELLIN,6.28832719,-75.53967124,0.3,0,0,0
"341","543",Canalizacion tuberia en zona verde,2,MEDELLIN,6.28947633,-75.53954976,0.3,0,0,0
"342","544",Canalizacion tuberia en zona verde,2,MEDELLIN,6.28978764,-75.53738275,0.3,0,0,0
"343","545",Canalizacion tuberia en zona verde,2,MEDELLIN,6.29241686,-75.57177912,0.3,0,0,0
"344","546",Canalizacion tuberia en zona verde,2,MEDELLIN,6.29596848,-75.5433685,0.3,0,0,0
"345","547",Canalizacion tuberia en zona verde,2,MEDELLIN,6.302616,-75.547706,0.3,0,0,0
"346","548",Canalizacion tuberia en zona verde,2,MEDELLIN,6.30497832,-75.55252264,0.3,0,0,0
"347","550",Canalizacion tuberia en zona verde,2.05,BELLO,6.3164181,-75.58541541,0.3075,0,0,0
"348","553",Canalizacion tuberia en zona verde,2.1,MEDELLIN,6.24324789,-75.60761543,0.315,0,0,0
"349","554",Canalizacion tuberia en zona verde,2.1,MEDELLIN,6.256933,-75.61478205,0.315,0,0,0
"350","558",Canalizacion tuberia en zona verde,2.2,MEDELLIN,6.25793663,-75.55077022,0.33,0,0,0
"351","559",Canalizacion tuberia en zona verde,2.2,MEDELLIN,6.28197964,-75.55638824,0.33,0,0,0
"352","560",Canalizacion tuberia en zona verde,2.2,MEDELLIN,6.28440974,-75.58177202,0.33,0,0,0
"353","561",Canalizacion tuberia en zona verde,2.2,MEDELLIN,6.28724532,-75.53738075,0.33,0,0,0
"354","562",Canalizacion tuberia en zona verde,2.2,MEDELLIN,6.289931,-75.575391,0.33,0,0,0
"355","563",Canalizacion tuberia en zona verde,2.3,GIRARDOTA,6.36149201,-75.45751406,0.345,0,0,0
"356","565",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.23311197,-75.60169372,0.345,0,0,0
"357","566",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.240311,-75.560267,0.345,0,0,0
"358","567",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.2565152,-75.54980847,0.345,0,0,0
"359","568",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.28714999,-75.53727715,0.345,0,0,0
"360","569",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.29568021,-75.573973,0.345,0,0,0
"361","570",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.3047882,-75.56881421,0.345,0,0,0
"362","571",Canalizacion tuberia en zona verde,2.3,MEDELLIN,6.31038626,-75.5618424,0.345,0,0,0
"363","572",Canalizacion tuberia en zona verde,2.4,COPACABANA,6.38766013,-75.48694647,0.36,0,0,0
"364","575",Canalizacion tuberia en zona verde,2.4,MEDELLIN,6.27120982,-75.55328249,0.36,0,0,0
"365","576",Canalizacion tuberia en zona verde,2.4,MEDELLIN,6.28273782,-75.54750748,0.36,0,0,0
"366","578",Canalizacion tuberia en zona verde,2.5,ENVIGADO,6.176077,-75.517726,0.375,0,0,0
"367","581",Canalizacion tuberia en zona verde,2.5,MEDELLIN,6.273785,-75.542445,0.375,0,0,0
"368","582",Canalizacion tuberia en zona verde,2.5,MEDELLIN,6.27889984,-75.55808512,0.375,0,0,0
"369","583",Canalizacion tuberia en zona verde,2.5,MEDELLIN,6.28303415,-75.60390476,0.375,0,0,0
"370","584",Canalizacion tuberia en zona verde,2.5,MEDELLIN,6.29051241,-75.53822757,0.375,0,0,0
"371","585",Canalizacion tuberia en zona verde,2.6,BELLO,6.33041,-75.579301,0.39,0,0,0
"372","586",Canalizacion tuberia en zona verde,2.6,BELLO,6.35338975,-75.56761624,0.39,0,0,0
"373","589",Canalizacion tuberia en zona verde,2.6,MEDELLIN,6.23735382,-75.5559852,0.39,0,0,0
"374","590",Canalizacion tuberia en zona verde,2.6,MEDELLIN,6.295261,-75.58357,0.39,0,0,0
"375","592",Canalizacion tuberia en zona verde,2.7,MEDELLIN,6.24865024,-75.60965502,0.405,0,0,0
"376","593",Canalizacion tuberia en zona verde,2.7,MEDELLIN,6.273966,-75.628709,0.405,0,0,0
"377","595",Canalizacion tuberia en zona verde,2.8,MEDELLIN,6.23429013,-75.59328484,0.42,0,0,0
"378","596",Canalizacion tuberia en zona verde,2.8,MEDELLIN,6.24418609,-75.61826873,0.42,0,0,0
"379","597",Canalizacion tuberia en zona verde,2.8,MEDELLIN,6.27584966,-75.61663606,0.42,0,0,0
"380","598",Canalizacion tuberia en zona verde,2.8,MEDELLIN,6.29039281,-75.53898393,0.42,0,0,0
"381","599",Canalizacion tuberia en zona verde,2.9,MEDELLIN,6.27914982,-75.53777698,0.435,0,0,0
"382","600",Canalizacion tuberia en zona verde,2.9,MEDELLIN,6.284147,-75.603173,0.435,0,0,0
"383","601",Canalizacion tuberia en zona verde,3,BELLO,6.346478,-75.560034,0.45,0,0,0
"384","602",Canalizacion tuberia en zona verde,3,ENVIGADO,6.15451598,-75.53689078,0.45,0,0,0
"385","603",Canalizacion tuberia en zona verde,3,ENVIGADO,6.1545223,-75.53682759,0.45,0,0,0
"386","604",Canalizacion tuberia en zona verde,3,MEDELLIN,6.20881537,-75.58912646,0.45,0,0,0
"387","605",Canalizacion tuberia en zona verde,3,MEDELLIN,6.236977,-75.586273,0.45,0,0,0
"388","606",Canalizacion tuberia en zona verde,3,MEDELLIN,6.24550516,-75.61140092,0.45,0,0,0
"389","607",Canalizacion tuberia en zona verde,3,MEDELLIN,6.25024711,-75.55552739,0.45,0,0,0
"390","608",Canalizacion tuberia en zona verde,3,MEDELLIN,6.2541312,-75.60476134,0.45,0,0,0
"391","609",Canalizacion tuberia en zona verde,3,MEDELLIN,6.26012215,-75.56154413,0.45,0,0,0
"392","610",Canalizacion tuberia en zona verde,3,MEDELLIN,6.273806,-75.62721,0.45,0,0,0
"393","611",Canalizacion tuberia en zona verde,3,MEDELLIN,6.274067,-75.608252,0.45,0,0,0
"394","612",Canalizacion tuberia en zona verde,3,MEDELLIN,6.27544467,-75.5623241,0.45,0,0,0
"395","613",Canalizacion tuberia en zona verde,3,MEDELLIN,6.279199,-75.54766,0.45,0,0,0
"396","614",Canalizacion tuberia en zona verde,3,MEDELLIN,6.2892502,-75.53951931,0.45,0,0,0
"397","615",Canalizacion tuberia en zona verde,3,MEDELLIN,6.289908,-75.537258,0.45,0,0,0
"398","616",Canalizacion tuberia en zona verde,3,MEDELLIN,6.30743788,-75.58297216,0.45,0,0,0
"399","619",Canalizacion tuberia en zona verde,3.1,MEDELLIN,6.20283039,-75.58333955,0.465,0,0,0
"400","620",Canalizacion tuberia en zona verde,3.1,MEDELLIN,6.24072084,-75.55750107,0.465,0,0,0
"401","621",Canalizacion tuberia en zona verde,3.2,BELLO,6.38095213,-75.62011539,0.48,0,0,0
"402","622",Canalizacion tuberia en zona verde,3.2,MEDELLIN,6.206202,-75.564801,0.48,0,0,0
"403","623",Canalizacion tuberia en zona verde,3.2,MEDELLIN,6.21103131,-75.58977627,0.48,0,0,0
"404","624",Canalizacion tuberia en zona verde,3.2,MEDELLIN,6.22877232,-75.59350196,0.48,0,0,0
"405","625",Canalizacion tuberia en zona verde,3.2,MEDELLIN,6.25268118,-75.61838253,0.48,0,0,0
"406","626",Canalizacion tuberia en zona verde,3.2,MEDELLIN,6.279217,-75.641046,0.48,0,0,0
"407","627",Canalizacion tuberia en zona verde,3.3,MEDELLIN,6.28618298,-75.53737685,0.495,0,0,0
"408","629",Canalizacion tuberia en zona verde,3.4,MEDELLIN,6.23036411,-75.59064064,0.51,0,0,0
"409","630",Canalizacion tuberia en zona verde,3.4,MEDELLIN,6.284138,-75.605448,0.51,0,0,0
"410","631",Canalizacion tuberia en zona verde,3.4,MEDELLIN,6.287112,-75.537365,0.51,0,0,0
"411","632",Canalizacion tuberia en zona verde,3.4,MEDELLIN,6.28944111,-75.53931,0.51,0,0,0
"412","633",Canalizacion tuberia en zona verde,3.4,MEDELLIN,6.29673534,-75.58281924,0.51,0,0,0
"413","634",Canalizacion tuberia en zona verde,3.5,MEDELLIN,6.22371886,-75.60197601,0.525,0,0,0
"414","635",Canalizacion tuberia en zona verde,3.5,MEDELLIN,6.23125201,-75.54350509,0.525,0,0,0
"415","636",Canalizacion tuberia en zona verde,3.5,MEDELLIN,6.24763889,-75.59323056,0.525,0,0,0
"416","637",Canalizacion tuberia en zona verde,3.5,MEDELLIN,6.25414103,-75.55816951,0.525,0,0,0
"417","638",Canalizacion tuberia en zona verde,3.5,MEDELLIN,6.2738001,-75.629184,0.525,0,0,0
"418","639",Canalizacion tuberia en zona verde,3.5,MEDELLIN,6.28151386,-75.55415669,0.525,0,0,0
"419","640",Canalizacion tuberia en zona verde,3.6,MEDELLIN,6.28242782,-75.53837811,0.54,0,0,0
"420","641",Canalizacion tuberia en zona verde,3.6,MEDELLIN,6.286132,-75.641948,0.54,0,0,0
"421","644",Canalizacion tuberia en zona verde,3.7,MEDELLIN,6.254514,-75.597272,0.555,0,0,0
"422","645",Canalizacion tuberia en zona verde,3.7,MEDELLIN,6.267056,-75.628934,0.555,0,0,0
"423","646",Canalizacion tuberia en zona verde,3.8,MEDELLIN,6.20804958,-75.56529984,0.57,0,0,0
"424","647",Canalizacion tuberia en zona verde,3.8,MEDELLIN,6.231638,-75.608001,0.57,0,0,0
"425","648",Canalizacion tuberia en zona verde,3.8,MEDELLIN,6.231638,-75.608001,0.57,0,0,0
"426","649",Canalizacion tuberia en zona verde,4,BELLO,6.32617293,-75.56890471,0.6,0,0,0
"427","650",Canalizacion tuberia en zona verde,4,BELLO,6.34922582,-75.55418392,0.6,0,0,0
"428","651",Canalizacion tuberia en zona verde,4,ENVIGADO,6.167834,-75.531159,0.6,0,0,0
"429","654",Canalizacion tuberia en zona verde,4,MEDELLIN,6.21002909,-75.58873549,0.6,0,0,0
"430","658",Canalizacion tuberia en zona verde,4,MEDELLIN,6.230941,-75.541939,0.6,0,0,0
"431","659",Canalizacion tuberia en zona verde,4,MEDELLIN,6.232486,-75.540131,0.6,0,0,0
"432","660",Canalizacion tuberia en zona verde,4,MEDELLIN,6.24005492,-75.60147711,0.6,0,0,0
"433","661",Canalizacion tuberia en zona verde,4,MEDELLIN,6.24859594,-75.60075867,0.6,0,0,0
"434","662",Canalizacion tuberia en zona verde,4,MEDELLIN,6.2510734,-75.58785578,0.6,0,0,0
"435","663",Canalizacion tuberia en zona verde,4,MEDELLIN,6.26459301,-75.55849005,0.6,0,0,0
"436","664",Canalizacion tuberia en zona verde,4,MEDELLIN,6.26626157,-75.59626279,0.6,0,0,0
"437","665",Canalizacion tuberia en zona verde,4,MEDELLIN,6.26993372,-75.55339506,0.6,0,0,0
"438","666",Canalizacion tuberia en zona verde,4,MEDELLIN,6.282143,-75.641331,0.6,0,0,0
"439","667",Canalizacion tuberia en zona verde,4,MEDELLIN,6.282202,-75.565104,0.6,0,0,0
"440","669",Canalizacion tuberia en zona verde,4.1,MEDELLIN,6.24598738,-75.61637139,0.615,0,0,0
"441","670",Canalizacion tuberia en zona verde,4.2,BELLO,6.31684812,-75.56345571,0.63,0,0,0
"442","671",Canalizacion tuberia en zona verde,4.2,BELLO,6.34190389,-75.55593307,0.63,0,0,0
"443","673",Canalizacion tuberia en zona verde,4.2,MEDELLIN,6.23006493,-75.60108075,0.63,0,0,0
"444","674",Canalizacion tuberia en zona verde,4.2,MEDELLIN,6.233905,-75.590834,0.63,0,0,0
"445","675",Canalizacion tuberia en zona verde,4.2,MEDELLIN,6.23562539,-75.59582957,0.63,0,0,0
"446","676",Canalizacion tuberia en zona verde,4.2,MEDELLIN,6.27711,-75.537377,0.63,0,0,0
"447","677",Canalizacion tuberia en zona verde,4.2,MEDELLIN,6.28102881,-75.57890143,0.63,0,0,0
"448","678",Canalizacion tuberia en zona verde,4.2,MEDELLIN,6.287522,-75.591997,0.63,0,0,0
"449","679",Canalizacion tuberia en zona verde,4.3,BELLO,6.32675489,-75.54302916,0.645,0,0,0
"450","681",Canalizacion tuberia en zona verde,4.3,MEDELLIN,6.28275653,-75.54567073,0.645,0,0,0
"451","684",Canalizacion tuberia en zona verde,4.4,MEDELLIN,6.24423537,-75.60349421,0.66,0,0,0
"452","685",Canalizacion tuberia en zona verde,4.4,MEDELLIN,6.25703746,-75.60148758,0.66,0,0,0
"453","686",Canalizacion tuberia en zona verde,4.5,BELLO,6.34874249,-75.55005418,0.675,0,0,0
"454","687",Canalizacion tuberia en zona verde,4.5,GIRARDOTA,6.37163771,-75.46629969,0.675,0,0,0
"455","689",Canalizacion tuberia en zona verde,4.5,MEDELLIN,6.23907225,-75.60236927,0.675,0,0,0
"456","690",Canalizacion tuberia en zona verde,4.5,MEDELLIN,6.28778839,-75.55905914,0.675,0,0,0
"457","691",Canalizacion tuberia en zona verde,4.5,MEDELLIN,6.2897347,-75.5395442,0.675,0,0,0
"458","692",Canalizacion tuberia en zona verde,4.6,BELLO,6.35213815,-75.55993897,0.69,0,0,0
"459","693",Canalizacion tuberia en zona verde,4.6,MEDELLIN,6.235665,-75.596384,0.69,0,0,0
"460","694",Canalizacion tuberia en zona verde,4.6,MEDELLIN,6.271674,-75.631766,0.69,0,0,0
"461","696",Canalizacion tuberia en zona verde,4.7,MEDELLIN,6.25534915,-75.59691423,0.705,0,0,0
"462","697",Canalizacion tuberia en zona verde,4.8,MEDELLIN,6.24322255,-75.60760325,0.72,0,0,0
"463","698",Canalizacion tuberia en zona verde,4.8,MEDELLIN,6.26430604,-75.55215069,0.72,0,0,0
"464","700",Canalizacion tuberia en zona verde,4.9,MEDELLIN,6.29257924,-75.56172241,0.735,0,0,0
"465","702",Canalizacion tuberia en zona verde,5,BELLO,6.31575904,-75.55752342,0.75,0,0,0
"466","703",Canalizacion tuberia en zona verde,5,BELLO,6.3168236,-75.56709267,0.75,0,0,0
"467","704",Canalizacion tuberia en zona verde,5,BELLO,6.3489745,-75.54992449,0.75,0,0,0
"468","705",Canalizacion tuberia en zona verde,5,BELLO,6.34994597,-75.55374726,0.75,0,0,0
"469","707",Canalizacion tuberia en zona verde,5,GIRARDOTA,6.35349,-75.459582,0.75,0,0,0
"470","708",Canalizacion tuberia en zona verde,5,GIRARDOTA,6.35893787,-75.46116546,0.75,0,0,0
"471","709",Canalizacion tuberia en zona verde,5,MEDELLIN,6.23645399,-75.53979204,0.75,0,0,0
"472","710",Canalizacion tuberia en zona verde,5,MEDELLIN,6.23759474,-75.56773801,0.75,0,0,0
"473","711",Canalizacion tuberia en zona verde,5,MEDELLIN,6.24072419,-75.60172155,0.75,0,0,0
"474","712",Canalizacion tuberia en zona verde,5,MEDELLIN,6.25459906,-75.60456535,0.75,0,0,0
"475","713",Canalizacion tuberia en zona verde,5,MEDELLIN,6.25784179,-75.61358374,0.75,0,0,0
"476","714",Canalizacion tuberia en zona verde,5.3,MEDELLIN,6.247332,-75.604797,0.795,0,0,0
"477","715",Canalizacion tuberia en zona verde,5.3,MEDELLIN,6.25650511,-75.61478399,0.795,0,0,0
"478","716",Canalizacion tuberia en zona verde,5.5,MEDELLIN,6.23525506,-75.60544808,0.825,0,0,0
"479","717",Canalizacion tuberia en zona verde,5.7,MEDELLIN,6.240753,-75.585325,0.855,0,0,0
"480","718",Canalizacion tuberia en zona verde,5.7,MEDELLIN,6.28678997,-75.53844247,0.855,0,0,0
"481","719",Canalizacion tuberia en zona verde,5.7,MEDELLIN,6.29128,-75.59473996,0.855,0,0,0
"482","720",Canalizacion tuberia en zona verde,6,COPACABANA,6.34147017,-75.49178467,0.9,0,0,0
"483","723",Canalizacion tuberia en zona verde,6,MEDELLIN,6.28928765,-75.53854649,0.9,0,0,0
